Bug ID,Mutation Score,Condition Coverage,Bug Present
1,47.6303317535545,91.66666666666667,True
1,69.12442396313364,91.0,False
2,0.0,96.15384615384616,True
2,91.16022099447514,96.15384615384616,False
3,61.10790536641662,76.92307692307692,True
3,76.1168384879725,77.11864406779661,False
4,41.66666666666667,100.0,True
4,75.67567567567568,100.0,False
5,34.240687679083095,91.76470588235294,True
5,83.810888252149,91.76470588235294,False
6,35.707925200356186,84.41296928327645,True
6,65.50595238095238,84.75426621160409,False
7,70.54263565891473,96.0,True
7,71.53284671532847,96.55172413793103,False
8,54.285714285714285,70.83333333333333,True
8,61.76470588235294,75.0,False
9,52.22222222222223,75.0,True
9,75.82417582417582,75.0,False
10,33.2005792903693,99.65034965034965,True
10,92.5805284111473,99.65034965034965,False
11,75.0,78.57142857142857,True
11,75.67567567567568,78.57142857142857,False
12,21.07843137254902,14.285714285714286,True
12,21.07843137254902,14.285714285714286,False
13,59.57446808510638,83.33333333333333,True
13,61.0,81.81818181818181,False
14,81.57894736842105,78.57142857142857,True
14,81.57894736842105,75.0,False
15,71.46736178994243,93.58585858585859,True
15,81.02530683175844,93.58585858585859,False
16,72.16743370589525,93.5204081632653,True
16,81.2859780601716,93.58585858585859,False
18,0.0,78.98550724637681,True
18,50.28376844494892,78.26086956521739,False
19,0.0,78.67647058823529,True
19,47.91431792559188,78.6231884057971,False
20,0.0,78.73134328358209,True
20,47.913093196112065,78.67647058823529,False
21,28.971962616822427,92.85714285714286,True
21,72.88135593220339,92.85714285714286,False
22,17.301038062283737,100.0,True
22,92.04152249134948,100.0,False
23,76.15176151761518,91.89189189189189,True
23,86.75675675675676,93.24324324324324,False
24,73.17073170731707,82.43243243243244,True
24,85.36585365853658,93.24324324324324,False
25,0.0,92.85714285714286,True
25,63.38028169014085,93.33333333333333,False
26,46.73913043478261,92.55319148936171,True
26,71.08695652173913,92.55319148936171,False
27,47.14912280701755,92.55319148936171,True
27,70.65217391304348,92.55319148936171,False
28,0.0,100.0,True
28,65.46762589928058,100.0,False
29,5.263157894736842,89.55223880597015,True
29,63.28125,88.88888888888889,False
30,0.0,100.0,True
30,91.2,100.0,False
31,60.962566844919785,63.333333333333336,True
31,82.89473684210526,56.25,False
32,40.33333333333333,61.25,True
32,58.032786885245905,60.97560975609756,False
33,49.8046875,91.12903225806451,True
33,78.90625,91.12903225806451,False
34,19.230769230769234,77.27272727272727,True
34,53.84615384615385,77.27272727272727,False
35,10.81081081081081,100.0,True
35,72.97297297297297,100.0,False
36,48.760330578512395,91.30434782608695,True
36,67.01298701298701,91.66666666666667,False
37,21.712538226299692,90.50632911392405,True
37,81.37535816618912,91.17647058823529,False
38,0.0,83.75,True
39,89.63210702341136,100.0,True
39,87.07692307692308,100.0,False
40,53.61702127659574,99.45161290322581,True
40,81.56934306569343,99.45161290322581,False
41,39.85239852398524,69.56521739130434,True
41,62.40875912408759,69.56521739130434,False
42,51.10220440881763,90.83333333333333,True
42,78.90625,91.12903225806451,False
43,10.2880658436214,65.51724137931035,True
43,36.58536585365854,68.96551724137932,False
44,72.8,95.23809523809524,True
